0|0|0
0|0|15
0|0|30
0|0|45
0|0|60
0|0|75
0|0|90
0|0|105
0|0|120
0|0|135
0|0|150
0|0|165
0|0|180
0|0|195
0|0|210
0|0|225
0|0|240
0|0|255
0|0|270
0|0|285
0|0|300
0|0|315
0|0|330
0|0|345
0|0|360
0|0|375
0|0|390
0|0|405
0|0|420
0|0|435
0|0|450
0|0|465
0|0|480
0|0|495
0|0|510
0|0|525
0|0|540
0|0|555
0|0|570
0|0|585
0|0|600
0|0|615
0|0|630
0|0|645
0|0|660
0|0|675
0|0|690
0|0|705
0|0|720
0|0|735
0|0|750
0|0|765
0|0|780
0|0|795
0|0|810
0|0|825
0|0|840
0|0|855
0|0|870
0|0|885
0|0|900
0|0|915
0|0|930
0|0|945
0|0|960
0|0|975
0|0|990
0|0|1005
0|0|1020
0|0|1035
0|0|1050
0|0|1065
0|0|1080
0|0|1095
0|0|1110
0|0|1125
0|0|1140
0|0|1155
0|0|1170
0|0|1185
0|0|1200
0|0|1215
0|0|1230
0|0|1245
0|0|1260
0|0|1275
0|0|1290
0|0|1305
0|0|1320
0|0|1335
0|0|1350
0|0|1365
0|0|1380
0|0|1395
0|0|1410
0|0|1425
0|1|2
0|1|19
0|1|36
0|1|53
0|1|70
0|1|87
0|1|104
0|1|121
0|1|138
0|1|155
0|1|172
0|1|189
0|1|206
0|1|223
0|1|240
0|1|257
0|1|274
0|1|291
0|1|308
0|1|325
0|1|342
0|1|359
0|1|376
0|1|393
0|1|410
0|1|427
0|1|444
0|1|461
0|1|478
0|1|495
0|1|512
0|1|529
0|1|546
0|1|563
0|1|580
0|1|597
0|1|614
0|1|631
0|1|648
0|1|665
0|1|682
0|1|699
0|1|716
0|1|733
0|1|750
0|1|767
0|1|784
0|1|801
0|1|818
0|1|835
0|1|852
0|1|869
0|1|886
0|1|903
0|1|920
0|1|937
0|1|954
0|1|971
0|1|988
0|1|1005
0|1|1022
0|1|1039
0|1|1056
0|1|1073
0|1|1090
0|1|1107
0|1|1124
0|1|1141
0|1|1158
0|1|1175
0|1|1192
0|1|1209
0|1|1226
0|1|1243
0|1|1260
0|1|1277
0|1|1294
0|1|1311
0|1|1328
0|1|1345
0|1|1362
0|1|1379
0|1|1396
0|1|1413
0|1|1430
0|2|4
0|2|23
0|2|42
0|2|61
0|2|80
0|2|99
0|2|118
0|2|137
0|2|156
0|2|175
0|2|194
0|2|213
0|2|232
0|2|251
0|2|270
0|2|289
0|2|308
0|2|327
0|2|346
0|2|365
0|2|384
0|2|403
0|2|422
0|2|441
0|2|460
0|2|479
0|2|498
0|2|517
0|2|536
0|2|555
0|2|574
0|2|593
0|2|612
0|2|631
0|2|650
0|2|669
0|2|688
0|2|707
0|2|726
0|2|745
0|2|764
0|2|783
0|2|802
0|2|821
0|2|840
0|2|859
0|2|878
0|2|897
0|2|916
0|2|935
0|2|954
0|2|973
0|2|992
0|2|1011
0|2|1030
0|2|1049
0|2|1068
0|2|1087
0|2|1106
0|2|1125
0|2|1144
0|2|1163
0|2|1182
0|2|1201
0|2|1220
0|2|1239
0|2|1258
0|2|1277
0|2|1296
0|2|1315
0|2|1334
0|2|1353
0|2|1372
0|2|1391
0|2|1410
0|2|1429
1|0|2
1|0|19
1|0|36
1|0|53
1|0|70
1|0|87
1|0|104
1|0|121
1|0|138
1|0|155
1|0|172
1|0|189
1|0|206
1|0|223
1|0|240
1|0|257
1|0|274
1|0|291
1|0|308
1|0|325
1|0|342
1|0|359
1|0|376
1|0|393
1|0|410
1|0|427
1|0|444
1|0|461
1|0|478
1|0|495
